page,comment,scale
Page_13,posun v dizajne z roku 2006 do roku 2011 well done,-1
Page_13,a este pri platbe musim byt online...to uz ta nalepka je lepsia...,-1
Page_13,"Dobry den, mam nalepku wave2pay a bolo mi povedane, ze sa na nej neda zmenit PIN, pretoze PIN sa da zmenit iba v bankomate a nalepka sa neda pouzit v bankomate. Neuvazujete o zmene pinu vsetkych kariet cez internet banking? Vacsina bank to ma. Takze mate namet na vylepsenie :-). Co vy na to?",-1
Page_13,skoda ze nesplnam vek:-(,-1
Page_13,"A to už je čo za humáč? Donášajte nám na našich zamestnancov, my vám za to zaplatíme.... To sme to dopracovali.... 👏  :-\",-1
Page_13,voči vašim zamestnancom je to poriadne nefer- neschvalia mi pôžičku tak sa na dotyčnej vyzurim......a zamestnancov mate super,-1
Page_13,"Od ""kvapky krvi"" po Janského striebro mám všetky ocenenia. Vek a zdravotný stav nedovoľuje ísť ďalej.",-1
Page_13,keby to platenie kartou nebolo spoplatnené :-(,-1
Page_13,"Super, len na androide ste to dokafrali",-1
Page_13,prv ako si menim ucet bola by som rada keby ste boli sikovnejsi achodili sms spravy automatcky po obrate na ucte nie az za tyzden mam to nastavene hned po obrate a nic tato reklama hrozna,-1
Page_13,"100% zľava alebo 100 % zaplatíte naviac? !!! POZOR!!! pre všetkých, ktorí uvažujú o tomto produkte VUB-čky a podľahnú nátlaku ich referentov. Budete limitovaný v počte výberov z bankomatov a čo je najabsurdnejšie budete limitovaný aj pri platbách kartou (!). Iné banky podporujú opak a svojich klientov odmeňujú - tu budete pykať!  Nielenže zaplatíte za nadlimitné operácie ale vám zaúčtujú aj plnú sadzbu za vedenie účtu! Takto to nikto nikomu nepovie. Keby áno, pochybujem, že niekto by takýto produkt prijal... Produkt núti nevyužívať bezhotovostný styk, vrátane využívania bankomatov... Ako je to s internetbankingom - to ešte nevieme - uvidíme v ďalšom období... VUB-čka určite prekvapí :D",-1
Page_13,"taktiež Vám nefunguje QR čítačka, myslím že nemá význam pushovať aplikácie ktoré nefungujú",-1
Page_13,"Dobry den, vcera som sa pokusal platit cez mobilnu aplikaciu, dal som kopirovat platbu a zistil som, ze nemozem dodatocne editovat platobne symboly (VS, SS, KS). V normalnej verzii internet bankingu to ide a bezne to pouzivam. Nie je v mobilnej aplikacii chyba? Aj tam by som bol rad, keby sa to dalo. Dakujem.",-1
Page_14,"A ja by som rozmyslala nad tym , ktore nie su jedovate pre macky",-1
Page_14,Prehnané....,-1
Page_14,Nejak umele mi to pride(((,-1
Page_14,"To polievanie..ako decko som to nenavidela..behala 2hodiny po byte s kyblami,fľašami a inymi nadobami s odstatou vodou...ble",-1
Page_14,Ale ten hmyz vsade lezuci...😉,-1
Page_14,"V zime by to take pekne nebolo, alergici by sa potesili",-1
Page_14,Aj zasvineny od blata?,-1
Page_14,"Vela, ale hnusnej :D",-1
Page_14,"""Pekný"" to pracholap!",-1
Page_14,drahý kíbel takto zničiť - zlaté časy ked ešte ludia rozmíšlali,-1
Page_14,tipicka kralikaren,-1
Page_14,"No to sa mohli viac posnazit s tym videom, aby bolo aj daco vidiet...",-1
Page_14,Chcelo by to foto pred a po rekonštrukcii. Nadstavba Hotela Slovan vyzerá podľa mňa dosť zle. :-/,-1
Page_14,Tiez mohli tu fasadu nejako farebne spracovat a nie natriet vsetko nasivo,-1
Page_14,a viaceri sme boli vo Viliniuse a nestihli fotenie :(,-1
Page_14,"Skvele. Merali ste aj chodniky??? Jedina stavba co nema chodnik popri ceste. Naznak by bol, avsak chodcov ste vytlacili na cestu...",-1
Page_14,typicka alebo jedinecna...? autor vrat sa do skoly,-1
Page_14,"Dobre vam je.....
.",-1
Page_14,"Ak chcete predať byty ľuďom , prečo im nerozpíšete náklady a rozdiely na príkladných moduloch v eurách ,skôr Vám uveria a aj sami si to vedia spočítať ;)! Koľko ušetria:)",-1
Page_14,.... Take male?...,-1
Page_14,"Nevyhoda stola je, ze suflik mi vadi a dotyka sa mojich noh.",-1
Page_14,"Ano :))) nie je nic lepsie ako situovat sofu pod okno, chrbtom k exterieru a pozerat sa na priblblu kuchynu (vid 2 foto)",-1
Page_14,"Prve dve su na pisaci stol, nie do spalne, a tretia je divna /do nej treba pozerat cez zvaracske sklo",-1
Page_14,"A je trochu nepraktiké, pokud se jedná o byt na pronájem. B působí v reaálu trochu lacině, C se mi zdá dost hluboký, nepůsobí na mě moc pohodlně na sezení. není to snadná volba. Hodně záleží na prostoru...Asi bych nakonec volila C, ale v jiné barvě.",-1
Page_14,Dobré na zabite :P,-1
Page_14,"lahko je byt vzdusny, ked ma aspon 150m2 👍😄",-1
Page_14,"V Dubravke robili to iste, hroza...",-1
Page_14,a z kopca sa postupne odkrajuje a odkrajuje a odkrajuje...,-1
Page_14,hej ak je podla vas kvalitou zivota ze za 35 rokou co som v karlovej vsi  sme nikdy nemali take privali vody ako po tom co ste s kopca vyrubaly vsetky stromy pre vystavbu a dnes mame vsedci vasi susedia s dolneho liscieho udolia potopy v pivniciacha garazach tak to je velmy dobra filozofia. dakujem sused  z LU 26 psota,-1
Page_14,"výhľad len dovtedy, kým naokolo nevyrastú aspoň - poschodové bytovky, najlepšie vo forme ""čínskeho múra""...",-1
Page_14,Páni a dámy... tie ceny... nebláznite...pre koho to staviate...,-1
Page_14,"tak to je fajn, už len zväčšiť priestor medzi blokmi :-)  a ste milí, :-) ďakujem za pozvanie, škoda že nechodím často do BA.... :-/",-1
Page_14,Ale na chodník pre ľudí sa už zabudlo :),-1
Page_14,"Presne. A hlavne ked stoja tak, ze vela ludi sa nevie dostat domov, ktory tam byvali pred prichodom firmy YIT do nasej zony.",-1
Page_14,Docasny pohlad  tie stromy pojdu urcite prec .....,-1
Page_14,V blatislave pekne byvanie??? :))) Are you kidding??? Žartujete??? ;),-1
Page_14,"Hlavne stavba vo Vinohradoch je prikladom nicenia prijemneho prostredia zelene a vyhladu v Bratislave. Take spolocnosti ako vy nam nicia prirodu v Bratislave takymi uzasnymi projektami ako su tie Vase- prenos panelakov do lesa je fakt uzasny napad!!! Ste naozaj spokojni so svojou pracou? Kolko Vas stal projekt? Nacrtnut kocku, to chce naozaj umelca a vysoku skolu! Dakujeme! :(",-1
Page_15,"Len škoda ,že tento zákrok tak ,ako aj okuliare zdravotné poisťovňe ignorujú a kašlú na poistencov zákrok nehradia.",-1
Page_15,Skoda ze je tak drahy....,-1
Page_15,Mať tie peniaze... :-(,-1
Page_15,VIP miesto hned vedla bezdomovca,-1
Page_15,To je čo za blbosť?!,-1
Page_1,A opravite aj dlazbu na zastavke Zochova? Clovek vystupi z autobusu a hned si vyvrtne clenok.,0
Page_1,"Super, ked tade clovek chodil, tak si na magistrat pekne zanadaval. Pokracujte dalej!",0
Page_1,takto na zimu vysadzat stromy ked nie je jasne ci o par dni nezamrzne poda. No celkom riziko a pre stromy asi nie velmi dobre. Ale hadam viete co robite :),0
Page_1,Vyborne. Uz len vysadit aj stromy v centre na Hlavnom namesti.,0
Page_1,"No takze ako to bude s tym financovanim? Ci len pokecali? Dufajme, ze sa nepojde striktne cestou zvysovania dani z nehnutelnosti a najdu sa ine moznosti. Ale tipujem, ze takto daleko to nepotiahli... Ved uz aj MHD infrastruktura by si zasluzila serioznu injekciu, aby sa urychlili nove projekty, kedze pri tejto (dez)integracii, ktora tu prebehla najviac asi pomoze co najrychlejsie rozsirenie elektriciek, kde sa len da a zriadenie BUS pruhov v takom istom rozsahu (najma pre niektore ""nosne"" trolejbusove linky).",0
Page_1,"Skúsim sa spýtať aj tu, nech je to viditeľnejšie: Prečo sa táto prezentácia koná o 10:00, čo je pre väčšinu pracujúcich či študujúcich dosť nevhodný termín?",0
Page_1,"Motivovat ludi parkovat v strede Stareho Mesta, tomu sa hovori progresivne zmyslanie americkych metropol v roku 1970 ....",0
Page_1,"Vyborne Magistrat hlavneho mesta! Ako vidno aj z komentarov, motivujete akurat tak aby parkovali po 16-tej bezplatne kdekolvek. A tych zopar ludi co byva v starom meste sa cez vianocne trhy moze picnut.",0
Page_1,"dajte co je NESPOPLATNEEEEEE, lebo parkov. je kopec platenych...no coment",0
Page_1,"mna by zaujimalo, aku mapku parkovacich  moznosti zverejnite pre obyvatelov MČ stare mesto, ktorým magistrat vypovedal zmluvu s BPS, ale nevymyslel zatial ziadne riesenie?! preco teda nevypovedala zmluvu aj MČ? koho zaujmy sa tu chrania?",0
Page_1,Super a toitoiky smrdia ludom do okien....,0
Page_1,nedavno dusicky  a uz vianoce  to  je  biznis Blava,0
Page_1,Čo vám jebe tak skoro čo ich nedali už od 1. maja,0
Page_1,to si musim zobrat najprv uver az potom trhy pozicka bi nestacila :),0
Page_1,Zelene ako safranu...,0
Page_1,"Je tragikomicke zakazat parkovanie na ulici, kde sidlia firmy a kde je to nevyhnutne nehovoriac o tom, ze tam ma byt zakaz zastavenia po celej ulici. Zasobovanie z vedlajsich ulic.. Hlavou proti muru!
Btw kvetinace patria na balkon a nie na chodnik.",0
Page_1,"Skor by nas zaujimalo, co je prosim Vas toto?? To je tak akurat na zabitie. Nech to mesto reklamuje rovno. https://imhd.sk/ba/galeria-media/pridane-do-diskusii/715493/147668/Obrubnik-na-Farskeho?&ref=ba%2Fdiskusna-tema%2F1%2FVseobecna-diskusia%3Fdfpi%3D211127",0
Page_1,"NEKLAMME SA UZ - Bezprecedentny akt vojny - utok na Europu a jej a nase tradicie v Parizi , ktorym islamski teroristi nemilosrdne popravili stovky nevinnych ludi nasich susedov v Europe. Uprimnu sustrast pozostalym obeti a pripajame sa v prejave smutku a vzdanim ucty obetiam tejto kulturnej vojny aj MY vo VAJNOROh zastavou na pol zrde , lebo toto je utok aj na nase Tradicie aj na nasu krajinu SLOVENSKO. Treba vsak zacat aktivne obranovat Europu a neustupovat falosnym iluziam , ze navstevy z moslimskych krajin sa niekedy prisposobia zivotu v Europe, alebo budu respektovat nase tradicie a sposob zivota.",0
Page_1,Pred casom sa pisalo ze cely koncept trhov bude nový v spolupraci s trhmi na Hviezdku aby to tam nebolo take prehustene tak ako to je...,0
Page_1,"Stare lampy, asfalt, dlazba. To je vystavna ulica buducnosti?",0
Page_1,"A to sa mi zda, alebo naozaj chybaju semafory pre chodcov na prechode cez jesenskeho, kde sa krizuju trate a cesty? Ci sa to este raz rozkope, aby to nebolo nahodou na jeden raz a nacas?",0
Page_1,"Parada, len tak dalej! Bilbordy do prec a miesto nich stromy, easy as that.",0
Page_1,hlavne to treba budúci rok aj polievať v lete.....,0
Page_1,"konecne ste pochopili ze stromy sa sadia na jesen a nie na jar,aby sa pocas zimy stihli zakorenit aa na jar nevyschli.",0
Page_1,na budúci rok postavíte stromček už v októbri...,0
Page_1,"Prava vianocna atmosfera: pofukuje mierny vanok po jarnej prehanke, prehanajuce sa oblaky na oblohe pri +19 stupnoch (y) :D",0
Page_1,"a to preco musi byt taky obrovsky<<< podla mna je to uplne zbytocne, stacil by o polovicu mensi....",0
Page_1,"Ano vymakané. Bol som si pozrieť výstavu ľudovo nazývanú 50 odtieňov dlažby. Veľmi zaujímavé, verím že zvýši turistický ruch. Určite toto dielo odcenia aj prevádzky ktoré počas rekonštrukcie skrachovali. Oplatilo sa čakať !",0
Page_1,Mam dojem ze to odvodnovanie bude zabava. Pri vacsom dazdi a ''kvalite'' udrziavania ciest a chodnikov budeme jazierka preskakovat...Dufam ze nie :-),0
Page_1,"Ak to uz funguje niekde inde vo svete, tak preco nie aj u nas. Skoda len tej doby realizacie a ytch kandelabrov. Ale tie mozno nebude o chvilu vidiet nakolko sa na nich umiestnia v Bratislave a na Slovensku tak oblubene, popularne a ziadane reklamne tabule a putace.",0
Page_1,"Hm .. prosim Vas a ktorá časť bude ten cyklochodník? Keďže sa doposial nezverejnili relevantné projekty, z postupu prác to tiež nie je zretelné....",0
Page_1,Toto nemozete mysliet vazne??? 👀👀,0
Page_1,Diletantizmus predávate ako odborné riešenie? Gratulujem,0
Page_1,Takto sa to robi v Polsku http://imhd.sk/ba/galeria-media/update/9579/novy-prestupny-uzol-bretowo-pkm-a-elektrickova-trat-k-nemu/145603/Upozornenie-pre-chodcov-na-elektricku-na-prechode-cez-trat.html? http://www.pkm-sa.pl/glowna/wp-content/gallery/o-projekcie-dt/mapa-pkm_nowe-wizualizacje_2012.jpg no u nas... ved vieme ako.,0
Page_1,Kocky su hodene a teraz je na rade Magistrat s majetkom v jeho sprave.... 👷👷👷,0
Page_1,"Nemôže mať mesto na toto nejakú čatu? Zastávky, rozvodné skrine, stĺpy, smetné koše, lavičky, automaty na lístky, stánky... podľa mňa by sa v BA uživili a z časti by to financovali majitelia predmetných zariadení.",0
Page_1,"a čo mesto? ako čistí zasprejvané domy??? Súdruhovia úradníci, šup na brigádu, ved zarábate mrte !!!!",0
Page_1,s tymto stankom poriadok neviete spravit? http://www.petrzalcan.sk/stanok-ktory-nikoho-netrapi,0
Page_1,"Som si myslel, asi naivne, ze majitel/prevadzkovatel stanku ho bude mat fotogenicky vo vlastnom zaujme, bez nejakeho rozkazu zhora...",0
Page_1,A čo tie pre-senty? Keď už sa bavíme o vizuálnom smogu.,0
Page_1,"hnusne graffity,radsej ich prekrite novou nelegalnou reklamou..",0
Page_1,"Graffity ako vizualny smog. vskutku odbornici vladnu nasmu hlavnemu mestu, skoda len ze si mylia pojmy a dojmy.",0
Page_1,"a zas nekto nepochopil! :/ kiosk je vyklad sam o sebe funkcne male predajne miesto a jeho ulohou je byt akutalny a clovek ocakava ze toto bude posledne miesto kde zmizne reklama! Prdele to kto riadi toto mesto, tento stat?! a este sem daju foto stanku co je navrhnuty na reklamu! to ako zrusit a prelepit vyklady obchodakov lebo je to vizualny smog! ubohe vedenie - veci treba brat s nadhladom! toto je detsky krok dozadu. V poradi cistenia - by pred stankami, boli polepene autobusi MHD! Ci to uz je o peniazoch zrazu?!",0
Page_1,Grafity mate odstranovat vy na magistrate. A ked neviete presadit tvrdsi zakon za grafity tak to budete robit donekonecna. Uz sa zobudte tupci a dajte navrh zakona o grafity kde bude 5 rocny trest plus pokuta 10 nasobok za odstranenie grafity plus 5000 EUR dalsia pokuta. Uvidite ze nebude ani milimeter cmaranic,0
Page_1,"len ci nie su rovnako ""vazne poskodene"" ako boli tie na Trencianskej ulici....",0
Page_1,"nooo, ked magistrat tie stromy roky neudrzuje, tak sa niet co divit!!! potom je vsetko zrazu same od seba poskodene a ohrozuje obyvatelov...ci viac neohrozuje obyvatelov sam magistrat...fuuuinak ako decko sa pamatam, ze sa stromy v BA pravidelne udrziavali a orezavali, neviem kedy som tuto cinnost na uzemi metropoly zaznamenala naposledy (myslim serioznu celoplosnu - a nuie kde tu 1-2 stroby na paradu dame dokopy...casto ked je i tak uz neskoro)..",0
Page_1,"odstrante aj tie auta zo pesich zon, pred redutov aj zaredutov je parkovisko, frantiskanske takisto parkovisko.",0
Page_1,len aby ich mal potom kto polievat a udrziavat,0
Page_1,"preco sa tie haluze nakladaju cele? Ovela praktickejsie predsa je podrvit ich a tak ich prevazat. Zmestilo by sa toho na vlecku neporovnatelne viac, nez ked su v celku a aj manipulacia pri nakladani by sa tym ulahcila. Nemuseli by sa chudata robotnici tak trapit, aby na malu vlecku napasovali co najviac bujne rozvetvenych haluzi, aby to miniauticko aspon nieco odviezlo...",0
Page_1,"Nosny system mhd??????? Akoze jedna elektricka???to je nosny system mhd.Prepacte ale cele to bolo od zaciatku zbytocne , znicila sa zelen, cesta sa zuzila, nehovorim o tom prechode co dali inzinieri presne do stredu zakruty a ze vdaka elektricke si moze zase j&t postavit dalsie budovy a pytat nehorazne peniaze.Verim ze ludia, ktory to cele schvalovali sa dobre zabezpecili z provizie",0
Page_1,"Mate tam chybu... Odstranuje sa umely ostrov okolo piliera 5, nie 34 :)",0
Page_1,"Kedy konecne pochopite, ze elektricka nie je v ziadnom meste, ako je Bratislava, kde sa denne pohybuje 750tis.ludi, nosny dopravny system. Elektricky su pomale,tazkopadne, a zaberaju uz aj tak uzke cesty v meste. Jedinym riesenim je METRO!",0
Page_1,"To ako vazne, elektricka a pesia zona ma byt nosny system do petrzalky? Neviem co fetujete ale prestante, skodi to.",0
Page_1,"treba vcas oznamit tie cisla kam nahlasovat neodpratane, zamrznute a zladovatele chodniky.....priklad Nova doba pri zastavke MHD....klzisko...",0
Page_1,"Tak Kmotrik ma nove lietadlo za sto milionov, koho zaujima nejaky posyp. Sprava hl. m. Bratislavy vynasa dost dobre hlavne ked je clovek na opacnom konci😜😜😜😜",0
Page_1,"jajajaaaaaaaaaaj....ja si prajem najma disciplin. soferov pocas padania snehu...kedze uz dochadzam do BA....v BA vytahuju auta neviem na co, ked sa vykoti trochu snehu a je vyhlasena kalamita....a nevedia vtedy jazdit...takze to je jedno ci je udrzba komun. alebo nie....my cezpolni uz co sme z BA odisli jazdime po snehu a ked pridem do centra je vsetko roztopeneeeeee....",0
Page_1,Bol som na slávičom ato čo som videl na zástavke autobusu no hnus odpadky no strašné myslel som že som na luníku,0
Page_1,Preco sa nedaju nove pasma kupit online?,0
Page_2,"joj, s kobercami ale pozor, hlavne aky material, riadny lapac prachu, ja som stale zastancom ze fakt je menej viac a ked uz sa ma vybrat, staci kvalitny jeden a hrejivy pocit sa da vykuzlit hravo :)",0
Page_2,"Samozrejme, ze pomahaju a velmi radi, aj ked su to chlapci (3,5 a 7 rokov). Mixovat, cistit zemiaky, struhat syr, pole prac je velmi siroke a je to velmi prijemne, lebo sa pri tom ucime, aj ako sa robi jedlo a vela o jedle a surovinach, z ktorych jedlo pripravujeme. 
Samozrejme neporiadok  a cas pripravy je vacsi a dlhsi, ale zase je to spolocne traveny cas a to je ovela dolezitejsie ako hocico ine.
Este aj upratovanie je dolezita sucast pripravy jedla :)",0
Page_2,"Jednoznačne vždy pomáhajú...Akonáhle počujú, že som v kuchyni, okamžite pribehnú už v úboroch :D",0
Page_2,"Tak pečenie a varenie s deťmi má svoje plusy a čaro a aj mínusy (ten neporiadok). Rada zapájam deti do kuchynského procesu (už od malička nám pomáhajú napr. dávať ošúpané zemiaky do vody, neskôr lúpať vajíčka na tvrdo, vykrajovať perníčky či miešať cesto na palacinky). Musím priznať, že nie vždy je čas, aby mi pomáhali - ale snažím sa, že vždy keď majú chuť pomáhať niečo pre nich nájsť :).",0
Page_2,V takom chcem bývať.,0
Page_2,Ja radsej gulicky.,0
Page_2,http://www.ikea.com/sk/sk/catalog/products/30252280/,0
Page_2,Zaregistrovať sa môžete tu: http://bit.ly/K5NSK9,0
Page_2,Nerealne ale veeeelmi mile,0
Page_2,"ked takeho najdem, bleskovo sa rozvediem! :)",0
Page_2,"Neverím ,ze taky muž existuje ,ale bolo by to prijemne a milé",0
Page_2,"miesto tajneho odpocinku pre sefa na kontrolovanie podriadenych s tabletom,pripadne miska pre vacsieho psika. alebo potrubna posta o poschodie nizsie",0
Page_2,Na grcanie!,0
Page_2,Mat tak na to priestor! :-/ v modernych novostavbach chybaju spajze...,0
Page_2,"tato lampa neosvetli vela a zvlast pri skolskych povinnostiach, pre detske ocka sa potrebuje silnejsie svetlo, aby sa zbytocne nenamahali, tak my sme volilu FRYEBO...:)",0
Page_2,Ja ti dam Elenka....steak je steak a nie ta zeleninka....co sme nejake kravicky....a byckovia...hm....,0
Page_2,hhhh takto urcite nevyzera :),0
Page_2,Noóó môže byť,0
Page_2,"Veru takto nevyzera 😂! Pred pol hodinou sa zobudila nasa 3,5 mesacna dcera, takze este nejaky cas takyto veget nezazijeme 😳😁.",0
Page_3,Mam Lenovo Z2 PRO už nikdy Samaung šuntu ..,0
Page_4,ešte keby bola..vypredane :-( a nevedeli mi povedať či ešte príde..,0
Page_4,"Ani v Michalovciach nemali, skoda , budu mat, ked skonci akcia",0
Page_4,Budem mať do chlebíka a vianočky.,0
Page_4,no v pondelok bola nestihla som poobede uz nic kupit pytam sa uz 4 den stale ta ista odpoved mozno dolozia pytam sa aj na vajicka ako plato bolo v akcii a samozrejme 4den aj to nedokladaju tak potom aka to akcia ked tovar sa nedoklada ci mate len zabezpecene na prvy den,0
Page_4,Tiez som ju nezohnala .. Hlavne ze ju máte v akcii‼️🤔,0
Page_4,Kiwina Kiwinka,0
Page_4,....koláčik vyzerá véééééľmi sladučký...xi...fakt kalorická bombička,0
Page_4,keby ste tak radšej zdvíhali platy ako stavali nové sklady,0
Page_4,"všetko by bolo pekné, ešte tak zvýšiť platy predavačom - zaslúžili by si ...",0
Page_4,"A hlavne ten výraz v reklame ""najsam fasa"" , nech si zhotoviteľ reklamy preloží v maďarsko - slovenskom slovníku, možno bude prekvapko xixi",0
Page_4,konečne tá reklama mi liezla na nervy :D :),0
Page_4,Prid prid prid prid..prid prid novy deň,0
Page_4,Chvaaaalabooohu.....uz pred tyzdnom bolo neskoro...,0
Page_4,normálne mi to bude chýbat...zvykla som si...:D,0
Page_4,Ihrisko pre deti by malo byť samozrejmosťou v každom meste a obci.Nie si robiť lacnú reklamu😢,0
Page_4,"""Sladké ako med"" je môj limit.... pridať ešte aj ovocie je ""dorážaná"", moje hrdlo by to nepustilo ani len po hltan.",0
Page_4,Ja hlasujem lebo mam vnucata.Mozno ze vihraje nase mesto prenich,0
Page_4,REALLY??,0
Page_4,Sutazny !,0
Page_4,Zišiel by sa,0
Page_4,"Akí ste len podaktorí ufrflaní, ked nechcem, nezapojim sa, nenakupujem, nikto vás predsa nenúti.. Mne sa tiez nože uz neušli ale nebudem to tu vyčítať pri každej príležitosti.. Musíte mat velmi nešťastný život ked všade len chyby a negatíva hľadáte..",0
Page_4,"Tiež nechápem to množstvo negatívnych príspevkov... :( Však ked sa niekomu ten vysavač nepáči, nech sa nezapája do súťaže. A nech ani neporovnáva absenciu nožov pred Vianocami, pretože to nebola súťaž, ale vernostná akcia! Ja som už v Lidli vyhrala a s dodanim výhry nebol najmenší problém. ;) A budem veľmi rada, ak medzi výhercami vysavača bude aj moje meno, pretože ja si výhru budem vážiť a na denné upratovanie je tento vysavač výborný :) Stačí si o ňom prečítať recenzie a nie hneď nadávať...",0
Page_4,Zapojila som sa... v den zrebovania 28.2. ma moj manzel narodeniny... bol by to pre neho pekny darcek..vyhol by sa klasickemu vysavaniu,0
Page_4,"Treba si uvedomit,ze to nie je vysávac! Neurobí 100  percentný poriadok. Aj ja mám,síce  iný,  ale môj aj repuje na Eminema a rozpráva😂😂😂,ja som  spokojná. Neupratuje ako vysávac,ale vacsinu smetí uprace. Vela stastia niekomu !! Drzím palce. A kto kritizuje,nech to tu nesleduje,necíta.",0
Page_4,Dúfam že tu nieje ako stým žihadlom !!,0
Page_4,náš Félix na nezaplatenie,0
Page_4,Uz som poskala len neviem ci mi to ododlalo lebo mi nic neprislo ze ro tam je a dufam ze sa stastie usmeje dakujem,0
Page_4,Zapojila som sa dúfam že vyhrám veľmi by som ho chcela ešte živote som nič nevyhrala dúfam že sa usmeje šťastie 🍀,0
Page_4,"Lebo medved! :). Drze, ze? Ale nic ine ma nenapadlo preco by som mal dostat balicek prave ja. :)",0
Page_4,Pretoze som este nikdy nic nevyhrala a rada skusam nieco nove. Mojim vlasom doteraz nic nevyhovovalo. Ani drahe vyrobky.,0
Page_4,Pretoze mam problem naist nejaku dobru kozmetiku na vlasy...po kazdom zatial vyskusanom ssampone aj kondicionery sa mi vzdy po chvili zacnu tvorit lupy...tak by som rada vyskusala vasu kozmetiku,0
Page_4,"Pretoze nemam stastie v takychto sutaziach a nikdy nic nevyhram...tak si myslim,zeby ste mi mohli urobit radost.....navyse potrebujemnutne dat svoje vlasy do poriadku a verim ,ze vlasovou kozmetikou Cien sa mi to podari.....a este treti dovod......som sama a nutne potrebujem aby sa do mna niekto zamiloval))))) ...Myslim,ze to su naozaj vazne dovody)) Ked nemas Cien...niesi to ty))) ..",0
Page_4,Rada by som vyskusala nieco nove.Znacku Cien kupujem a rada skusam nieco nove.Mam problem s vlasmj tym ze si ich farbim.Bola by som velmi rada.,0
Page_4,"Myslim, ze tak ako aj istatni pisu, ze su s vasou kozmetikou spokojni, tak aj ja. Dlho som vahala, ale nakoniec som neobanovala. Najviac pouzivam sampon :-) a bol by to balicek pre potesenie pred bliziacim sa porodom :-)",0
Page_4,Vyrobky Cien su dobrej kvality za rozumnu cenu..,0
Page_4,"Pretoze mam vsetky druhy
 kozmetiky cien a tieto presne  mi chybaju, a velmi ich chcem vyskusat. Dakujem",0
Page_4,Po,0
Page_4,"Preto lebo si to zašlúžim, a nemyslím si že by táto vyhra mala byť len pre ženy :)",0
Page_4,pretoze cien vyrobky ma nesklamali a pre mna su financne dostupne a mozem potvrdit ze su kvalitne a vyhovuju mojej citlivej pokozke som rada ze som na ne natrafila,0
Page_4,Kazdy rad skúša nieco nové tak prečo nie? Ja osobne som zaťažená na vlasy takze rada skúsim aj vaše novinky!!!! 👍,0
Page_4,Nemám odskúšanú túto kozmetiku a nutne potrebujem zmenu.,0
Page_4,Lebo by sa mi zisli :D,0
Page_4,"no pretoze som strasne zvedava aka je, par veci uz pouzivam ale som zvedava na novu sadu",0
Page_4,"Do Lidlu chodím každý deň. Kozmetika Cien je super a milujem hlavne krémy na ruky. Lak na vlasy tiež kupujeme často. Dúfam, že sa pošťastí a niečo vyhráme ☺",0
Page_4,"Míňa sa nám kozmetika a potrebujeme dokúpiť. Ak by som vyhrala , peniaze by som mohla použiť na niečo iné. Napríklad dcére na nové korčule ,lebo sú jej už malé ;-)",0
Page_4,"Pretože žiadna iná kozmetika nie je pre moje vlasy taká dobrá ako kozmetika od Cien, a to mám dosť problematické vlasy. Je veľmi dobrá cenovo, ale je aj vysokokvalitná. Vyskúšala som už mnoho iných značiek, ale žiadna nebola pre mňa taká dobrá ako táto. Používame ju celá rodina. Pravidelne si ju kupujem. Jednoducho nedám na ňu dopustiť. Vrelo všetkým odporúčam.  ĎAKUJEM Lidl <3 :)",0
Page_4,"no jednoducho preto......
pretože skúšam rada novinky...
nerada mám stereotyp..a to vo všetkom
a nemám čas ""behať"" po obchodoch a hľadať novinky  :)",0
Page_4,Este som Cien nevyskušala a ani do toho  dobrovoľne nemienim investovať . Snaď keby tak by som mala dôvod Lidl aj pochvaliť!  Lebo okrem niekt.hadier ktore kupujem ste od veci a je čo vylepšovať!  Este nikdy som u Vas kompletne všetko nenakupila  k mojej spokojnosti!,0
Page_4,lebo nemám vlasy :D,0
Page_4,"Lebo som ešte nikdy nič nevyhrala, nikdy som nevyskušala nič na vlasy z vášho obchodu aa jednoducho si prosím vyskúšať a zrecenzovať :)",0
Page_4,lebo ma kaderníčka príšerne ostrihala a nejak to potrebujem aspoň vyformovať,0
Page_4,Pretože používam  pleťový krém Cien a som s ním spokojná. Jednoducho CHCEM vyskúšať aj vlasovú kozmetiku.Takže CHCEM vyhrať.,0
Page_4,lebo chcem prekvapit svoju lasku k 20 vyrociu sobasa,0
Page_4,lebo moje vlasy by sa veľmi potešili :-))) :-),0
Page_4,"chcela by som vyskúšať, či sú naozaj dobré ;)",0
Page_4,"Pretoze uz pouzivam niektore ine produkty tejto znacky, napriklad krem proti vraskam 😜",0
Page_4,"spokojná som z kozmetikou, ale potešilo by kedže sa mi blížia narodeniny :)",0
Page_4,"Moje prirodzene kučeravé vlasy mi ešte donedávna každý závidel.Zrazu mi začali nadmerne vypadávať.Lekár potvrdil,že je to dosledok anémie.Kaderníčka navrhla radikálne riešenie a ostrihala moju dlhú hrivu nakrátko.""NECHCEM TAKÚTO MAMU"" povedala mi dcérka po príchode domov.Obe sme plakali. Našťastie vlasy dorástli,no trauma z každého vypadnutého ostala dodnes. Do vlasovej kozmetiky som už investovala celý majland,čo ma ako slobodnú mamičku neteší. Moja kedysi koruna krásy by sa určite výhre neskutočne potešila.",0
Page_4,"ešte som ju nemala možnosť vyskúšať, ale až vyhrám, ostanem jej verná",0
Page_4,Pretoze je tato kozmetika naj a inu by som nechcela nikdy :),0
