comment,scale
Film pôsobí lacno a nevýrazne.  ,0
Jedným z najviac sklamaných aspektov je nedostatok výraznej krviprelievania.  ,0
Táto konvencia nikdy nefungovala dobre v minulosti a určite nefunguje tu.  ,0
Vizuálne efekty boli STRAŠNÉ.  ,0
"Úvodná sekvencia CG vo vesmíre vyzerala, akoby mohla byť vytvorená na Microsoft Slideshow preboha!  ",0
„Výbuch“ plynových nádrží na konci bol rovnako hrozný.  ,0
"Dobre, rád sa považujem za férového kritika, takže pripíšem uznanie tam, kde je to potrebné - efekty stvorení boli skutočne skvelé.  ",1
"Musím milovať tie detailné zábery slizkých, slintajúcich zubov!  ",1
"Aby som to zhrnul, ""Breeders"" je strašný, lacno vyrobený horor, ktorému by ste sa mali vyhýbať ako vírusu Ebola.  ",0
Neodporúčané.  ,0
"Je takmer neznesiteľné sledovať ho na obrazovke, má malú až žiadnu charizmu a hrozné komediálne načasovanie.  ",0
"Okrem toho, že je to strašné vedenie, má tento film množstvo iných nevýhod.  ",0
"Chápem, že to má byť lacná popcornová komédia, ale to neznamená, že musí úplne uraziť našu inteligenciu a mať písanie tak neuveriteľne otrepané, že to hraničí s urážkou.  ",0
"Značný talent Lewisa Blacka je tu tiež premrhaný, pretože je najpálčivejší, keď je nespútaný, čo mu hodnotenie PG- 3 určite nedovolí.  ",0
"Jediným svetlým bodom filmu bol Jonah Hill (ktorý bude pre fanúšikov nedávneho Superbad vyzerať takmer na nepoznanie kvôli množstvu kilogramov, ktoré medzičasom schudol).  ",1
"S originalitou a sviežosťou prvého filmu, ktorý sa teraz minul, tento remake nemal čo ponúknuť.  ",0
Rozpočet bol zjavne veľmi obmedzený.  ,0
"To sa odrazilo nielen na hereckom obsadení, ale aj na podpriemernom scenári, ktorý si veľa požičal zo staršej klasiky.  ",0
"Tu však chýbala slušná herecká, akčná či lokačná práca na vyváženie vecí.  ",0
Natáčanie bolo menej rozsiahle.  ,0
"Nepodarilo sa sprostredkovať široký záber krajiny, ktorá bola veľkou súčasťou originálu.  ",0
Všeobecne; len tomu chýbala predstavivosť.  ,0
Neodporúčané.  ,0
"Je možné, aby bol film horší ako tento?  ",0
"Nie je tu žiadna zápletka, ktorá by vás v prvom rade udržala v chode.  ",0
"Dokonca aj keď sa ženy konečne objavia, nie sú žiadne známky zlepšenia; dejú sa tie najočakávanejšie veci, a keď sa film skončí, môžete už hlboko zaspať.  ",0
"Pozor: toto nie je zbytočný kultový film, toto je hlúpe obdobie!  ",0
"Neverím, že toto má ešte pokračovanie!  ",0
"To je presne dôvod, prečo to hodnotím tak zle!  ",0
"Keďže som 9 -tym dieťaťom, toto predstavenie sa mi naozaj páčilo a môžem hrdo povedať, že som si ho užil veľmi dobre a dokonca viac ako klasické rozprávky WB.  ",1
"Ale „Tiny Toons“ si zachovalo atmosféru 9 . rokov a prinieslo jednu z najpopulárnejších, najzábavnejších a podceňovaných rozprávok, aké boli kedy vytvorené.  ",1
"Spomienky sú nejasné, ale môžem len povedať, že som si užil každú jednu epizódu a produkt súvisiaci so show.  ",1
"Žiadna iná rozprávka ma ľahko nerozosmiala nežným spôsobom (predtým, než som sa dostal do temných situačných komédií zameraných na tínedžerov).  ",1
"Všetky postavy boli vtipné a mali tú zvláštnosť, že nemali skutočnú hlavnú postavu.  ",1
Každá jedna postava bola veselá a zaslúžila si byť nazývaná hlavnou postavou.  ,1
"Každý prvok tohto príbehu bol taký prehnaný, príliš falošný a vymyslený, že bolo bolestivé presedieť.  ",0
Perabo má peknú energetickú hladinu a pred kamerou sa zjavne cíti veľmi pohodlne.  ,1
Na niečo tak zle urobené jednoducho neexistuje žiadne ospravedlnenie.  ,0
"Videl som tento film a myslel som si, že je to hlúpy film.  ",0
"Ešte hlúpejšie je, že koho napadlo, že by v Los Angeles mala byť sopka?  ",0
"Aby som bol úprimný, je to neuveriteľný nezmysel a veľmi hlúpy.  ",0
"Na záver, týmto filmom sa nebudem obťažovať, pretože sopka v Los Angeles nie je nič iné ako nezmysel.  ",0
Dejová línia je jednoducho hrozná!  ,0
Je to len bolestivé!  ,0
A akcenty sú úplne priepastné!  ,0
"V tomto filme je tiež dosť pokrytectva, aby som sa zvracal.  ",0
Nestrácajte čas sledovaním tohto nezmyselného neprebádaného filmu.  ,0
"Verím, že Pitch Black bol urobený dobre.  ",1
"Postavy sú zaujímavé a chcete sa o nich dozvedieť viac, čím dlhšie bude film pokračovať, a myslím si, že ľudia budú prekvapení, kto to urobí a kto nie.  ",1
Choď si to pozrieť!  ,1
Toto vynechajte pozeranie.  ,0
Veľmi vtipné!  ,1
Moje hodnotenie: len 3 z   .  ,0
Postavy sú zaujímavé a naozaj vám na nich záleží.  ,1
Okamžitá klasika so skvelým soundtrackom a chytľavou skladbou počas záverečných titulkov.  ,1
Nenechajte si to ujsť.  ,1
"Toto je majstrovský kúsok filmovej tvorby s mnohými témami, ktoré sa v týchto bradaviciach varia a občas prekypujú, a celá štúdia básnikových bohémskych, sebazhovievavých vojnových rokov, ktoré zahŕňajú letecké bombardovanie Londýna a vonkajší pokoj waleského pobrežného ústupu. - Hranice medzi priateľstvom, žiadostivosťou a láskou, oddanosťou umeniu a zážitkom verzus praktickým záujmom, žiarlivosťou, rivalitou, zbabelosťou a egoizmom verzus hrdinstvo a sebaobetovanie a ďalšie.  ",1
"Vyzretému, jemnému scenáru, ktorý naznačuje a príležitostne dáva do dramatického zamerania základné napätie, dobre slúžia perfektné herecké výkony (okrem zvláštneho nevhodného úsmevu, ku ktorému má Keira Knightley sklony, aj keď tentoraz možno pod vedením, keďže to často spomínajú aj ostatné postavy. ).  ",1
"Ale predovšetkým nádherná vizuálna kompozícia každého momentu s vynaliezavým a elegantným využitím detailov, uhla kamery a osvetlenia, vrátane pointilistických faux záberov z domáceho filmu, je zázrak a radosť sa pozerať.  ",1
"Na pohľad je to rovnako krásne ako na Bertolucciho, ale vzťahy sú tu presvedčivejšie a rozprávanie pútavejšie ako niektoré diela tohto majstra.  ",1
"Základná premisa je premrhaná, pretože ju odsúva nevysvetliteľné zameranie na dokumentárny štáb.  ",0
Bez ohľadu na to film zlyháva na väčšine úrovní.  ,0
Vyhnite sa za každú cenu.  ,0
Tento film som videl cez Vianoce a bol to skvelý film!  ,1
"Myslel som si, že Errol Flynn bol ako Custer skvelý a odvtedy sa stal mojím obľúbeným hercom!  ",1
Jeho herectvo po boku Olivie De Havilland bolo skvelé a koniec bol fantastický!  ,1
"Vždy som vedel, že Errol Flynn je skvelý herec, keďže bol obľúbeným hercom mojich otcov, a ako dieťa som vyrastal na jeho filmoch.  ",1
"Ale až keď som si pozrel tento film, uvedomil som si, aký skvelý v skutočnosti bol.  ",1
Tomuto filmu dávam    z   !  ,1
"Viem, že Jim O'Connor bol veľmi energický a že nikto nemohol byť taký veľký ako on, ale George bol dosť nudný.  ",0
"Naozaj sa nezdalo, že by chcel byť hostiteľom; jeho hlasové prejavy boli monotónne, nezapájal sa do hostí.  ",0
"Krásny malý thriller od Hitchcocka s množstvom pekných vyčíňaní okolo zavraždeného špióna, uneseného dieťaťa, odporného kostola, cudzieho sprisahania a niekoľkých náhodných taxidermistov.  ",1
"Jimmy Stewart je pre Hitchcocka ako vždy skvelým hrdinom, príbeh vyvrcholí na veľvyslanectve, no chýba mu hrozivá hrozba Hitchcockovho čiernobieleho, nízkorozpočtového originálu.  ",1
Napriek tomu ďalší nádherný film zo stajne veľkého majstra.  ,1
"Musím povedať, že tento film bol vyprodukovaný vynikajúco a má najvyššie hodnotenie ako typický sci-fi film!  ",1
Vynikajúco vyrobené jedným z najlepších sci-fi producentov Scot Vandiver!  ,1
Ale aj tak je to zábavné.  ,1
"Je to táborový druh filmu, ktorý je radosť sledovať.  ",1
Vo filme je sotva nudný moment a je tu veľa humorných častí.  ,1
Herecké obsadenie je vždy zábavné ako obvykle.  ,1
"Celkovo vzaté, potešenie!  ",1
"Tento film je tak neskutočne hrozný, že ani nemohol byť vytvorený.  ",0
Filmu chýba skutočný strach alebo napätie a niektoré lekárske terminológie používané v celom texte sú prinajmenšom trochu ošúchané a ja to hovorím ako diabetik závislý od inzulínu.  ,0
"Čím menej sa hovorí o herectve, tým lepšie.  ",0
"Tento film odvádza skvelú prácu pri odhaľovaní zložitosti úlohy a neuveriteľných výziev, ktorým Južná Afrika čelí.  ",1
V tomto filme nie je nič iné ako veľkolepá fotografia/kinematografia.  ,1
"Herecké výkony sú fantastické, príbehy sú hladko prepletené a psi sú skvelí............. Musíte si požičať, pozrieť alebo vidieť.  ",1
Nebojte sa titulkov....... stojí za to trochu averznej terapie   /    ,1
Vynikajúci výkon.  ,1
Stále sú tu dobrí herci!  ,1
Tiež skvelá réžia a fotografia.  ,1
Veľmi verné Shakespearovi a „povinnosť“ pre všetkých fanúšikov Shakespeara.  ,1
"Macbeth (Jason Connery) ma svojím posledným monológom (krátka sviečka, von) dojal k slzám. Sfére morálneho úpadku a temných síl dal ľudskú tvár, o to je zaujímavejšia.  ",1
"Helen Baxendale je veľmi dôveryhodná dáma Macbeth, ktorá vie byť občas veľmi veselá a niekedy vyzerá ako nezbedné dievča, no v chuti na krv a zlo smrteľne nebezpečné.  ",1
Ak milujete smrť a rozklad a Shakespearove texty... toto je ten pravý.  ,1
"Toto je vtipná a príjemná adaptácia knihy Dr. Seuss, brilantne animovaná najlepšími z UPA, ktorí si zaslúžia ocenenie Akadémie.  ",1
"Osobitná pozornosť by sa mala venovať vynikajúcej hudobnej partitúre a zvukovým efektom, ktoré sú neoddeliteľnou súčasťou tvorby tejto nezabudnuteľnej a príjemnej karikatúry.  ",1
"Paul Schrader však skutočne nakrútil film „o“ Mishime, ktorý je skvelý a zároveň komplexný.  ",1
"Pozoruhodná je aj jemná, ostrá, krásne farebná kinematografia Johna Baileyho a skvelý produkčný dizajn a kostýmy od Eiko Ishioka, ktorá pokračovala v nezabudnuteľných kostýmoch pre Coppolovho Draculu, za ktorý dostala zaslúženého Oscara.  ",1
"Aj s prihliadnutím na slabé produkčné hodnoty na dobu ( 97 ) a formát (nejaký druh minisérie), je to baaaaaad.  ",0
"Ak nechcete len vizuálne „zozbierať“ všetky zachované filmy z Austenovej tvorby, tento môžete preskočiť.  ",0
"Ak si to však pozriete, sú tu malé útechy: Každá z herečiek, ktoré hrajú Annine sestry, odvádzajú svoju rolu úžasne.  ",1
Nie je to dobré.  ,0
"Keď už hovoríme o hudbe, tá je neznesiteľne predvídateľná a kýčovitá.  ",0
Potom film len pustil loptu.  ,0
Toto je úžasný film.  ,1
Surové a vznešene pohyblivé.  ,1
"Pripadalo mi to ako veľmi strhujúca, inteligentná divadelná hra (ale bez prehnane teatrálneho pocitu, ktorý človek skutočne má pri sledovaní ľudí na javisku), ktorá hrá na hrôzu všetkých z bieleho klamstva stupňujúceho sa do obludných následkov.  ",1
Všetci hlavní hráči sú fascinujúci.  ,1
"Tom Wilkinson mi na konci zlomil srdce... a všetci ostatní súdia podľa množstva tápania po vreckovkách a rukách, ktoré sa dvíhajú k tváram medzi mužmi aj ženami.  ",1
Julian Fellowes opäť triumfoval.  ,1
Je národným pokladom.  ,1
CHOĎTE A POZRITE SA!  ,1
Toto je vynikajúci film.  ,1
Letecké scény boli dobre urobené.  ,1
Bola to tiež správna rovnováha vojny a lásky.  ,1
"Film dáva význam vete: ""Nikdy v histórii ľudských konfliktov nebolo toľko dlžných toľkým tak málokomu.""  ",1
Kris Kristoffersen je v tomto filme dobrý a skutočne robí rozdiel.  ,1
Skvelý film od skvelého režiséra!  ,1
"Toto je určite jeden z najlepších dokumentov, ktoré som videl pri pohľade na rodinné vzťahy a manželstvo.  ",1
"Existuje veľa chýb v kontinuite: jeden ďalší používateľ komentoval rôzne autá v garáži, Joeove okuliare... najviac ma dostala skutočnosť, že Joeova konfigurácia ochlpenia sa menila zo scény na scénu.  ",0
Toto je jednoducho skvelý film.  ,1
   z    hviezdičiek.  ,1
"Nechápem, ako môže byť tento film pre niekoho inšpiráciou, aby vyšiel von alebo prekonal strach a odmietnutie.  ",0
"Je to také zlé, že sa to oplatí vidieť už len z tohto dôvodu.  ",0
Punishment Park je skvelý filmový kúsok.  ,1
"Watkins, natočený v púšti v južnej Kalifornii pomocou svojho patentovaného faux dokumentárneho štýlu, vytvoril film ako žiadny iný.  ",1
Toto je jeden z najprístupnejších filmov Petra Watkinsa.  ,1
"Radím vám, aby ste si na to dali pozor.  ",1
Neoľutujete!  ,1
Dôrazne sa odporúča A+  ,1
"No... Len ak si stále myslíš, aké je to zlé.  ",0
"Je to priemerný, mizerný, dutý, smiešny a predvídateľný kus odpadu.  ",0
"Je to prípad „tak zlé, že je to na smiech“.  ",0
") veľmi zlý výkon hrá Angela Bennett, počítačová expertka, ktorá je neustále doma.  ",0
"Je to film o ničom, len zámienka na predvádzanie smiešnych akčných scén.  ",0
Aká je hrozná!  ,0
"Ale stále je zlá herečka, ktorá na každom svojom obrázku opakuje svoje pohyby robota.  ",0
"Výsledky sú, no, škoda.  ",0
VYMAŽ tento film zo svojej mysle!  ,0
Jedna z najhorších show všetkých čias.  ,0
"Prehliadka by začala vzájomnými komentármi inteligentných zadkov, ktoré by boli úplne mimo a nežiaduce.  ",0
"Ten tlstý počítačový geek bol neuveriteľný, búchač do biblie, to zlé dievča, kto sú títo herci???  ",0
"Nikdy som o nikom z nich nepočul okrem Colea, ktorý bol v tejto časti úplne neuveriteľný.  ",0
"Zakaždým, keď otvoril ústa, očakávate, že budete počuť: „vidíte deti...“ Vytiahnutie zástrčky bolo pre túto hroznú šou zabitím z milosti.  ",0
Lame by to bolo najlepšie opísať.  ,0
"Stanwyck a Morgan sú dokonale obsadení v tom, čo je v mnohých ohľadoch moderným ekvivalentom Dickensovej Vianočnej koledy vo svojej precítenosti.  ",1
Úspech filmu závisí od obsadenia Sydney Greenstreetovej do postavy Alexandra Yardleyho.  ,1
Atraktívna kulisa použitá počas väčšiny filmu je oku lahodiaci klenot.  ,1
"Som tiež veľkým fanúšikom RPG hier, ale tento film je hanbou každého sebavedomého hráča RPG, ktorý existuje.  ",0
"Čiary, strihy, zvuk, všetko je zle.  ",0
Lepšie filmy nájdeš na youtube.  ,0
"Horný riadok: Nestrácajte čas a peniaze na toto, je to také zlé, ako to príde.  ",0
"Film Lassie, ktorý mal byť ""uspán""... NAVŽDY.  ",0
Takto by som opísal tohto bolestne ponurého filmového žrúta času.  ,0
"Tak priemerný v každom aspekte, že sa z neho stal len nudný, nezaujímavý neporiadok, toto je jeden z najzabudnuteľnejších filmov, aké som videl.  ",0
Nie je to ani úspech ako „tak zlý-to-dobrý“ alebo „tak zlý-je-pamätný“ film.  ,0
"Je to prázdna, dutá škrupina filmu.  ",0
"Vážne, nestojí za to strácať čas váš alebo vášho dieťaťa.  ",0
"Vyhýbať sa, vyhýbať sa, vyhýbať sa!  ",0
To vás privedie do šialenstva!  ,0
Prevody sú veľmi dobré.  ,1
Veľmi pekné a relaxačné sledovanie neskoro v noci.  ,1
Film je plný nádherného tanca (odtiaľ názov!  ,1
) skvelá hudba a úžasná scenéria.  ,1
"Niektoré ťažké problémy rieši dôstojne a s gráciou a, samozrejme, má (šokujúci spoiler tu!  ",1
") šťastný, úžasný, dobrý koniec!  ",1
"Pointou je cesta, cesta, ktorá sa dotýka každého člena rodiny.  ",1
"Je to jeden z filmov, ktoré potrebujem vidieť vždy, keď to príde v televízii...nevadí, že ho už mám naspamäť!  ",1
Nič nové tam nie je.  ,0
To sa podarilo v druhom filme.  ,0
Film neobsahuje takmer žiadne akčné scény a veľmi málo komédie.  ,0
Zápletka má viac dier ako pár sieťovaných pančúch a réžia a strih je úžasne prepracovaný.  ,0
Čo preboha robí Irons v tomto filme?  ,0
Práve som videl tento film a odporúčam.  ,1
"Má veľmi dobrý dej, upúta vašu pozornosť, herecké výkony sú vynikajúce, Tom Wilkinson bol fantastický a Emily Watson bola tiež veľmi dobrá.  ",1
Naozaj veľmi dobrý film o veľkej a bezpodmienečnej láske.  ,1
"Postava Toma Wilkinsona je muž, ktorý nie je pripravený na utrpenie, ktoré sa čoskoro začne, no berie vec do vlastných rúk, ako príbeh napreduje, a tento skvelý herec podáva výkon, pri ktorom pocítite trápenie a utrpenie postavy.  ",1
Postava Emily Watson je veľmi silná a stačí jej letmý pohľad a všetko pochopíte.  ,1
Napriek úskaliam recenzentov sa mi tento film páčil.  ,1
V skutočnosti sa mi to páčilo viac ako Interview With a Vampire a tento Lestat (Stuart Townsend) sa mi páčil viac ako Cruisov pokus.  ,1
"Aailiyah bola ako Akasha celkom dobrá, miestami presvedčivá (jej prvý vstup a mini tanečná scéna).  ",1
"Som veľkým fanúšikom tejto série hlavne kvôli štýlu Anne Rice, citlivosti a ošetreniu.  ",1
"Myslím, že sa mi páčili detaily jeho dysfunkcie - bol vierohodný.  ",1
Futbalové scény na konci boli mätúce.  ,0
"Ale myslel som si, že jeho herectvo je zručné.  ",1
Meredith M bola lepšia ako všetko v poriadku.  ,1
Veľmi očarujúci film s úžasným sentimentom a srdcom.  ,1
"Je zriedkavé, keď si filmár nájde čas na to, aby so starostlivosťou a láskou vyrozprával hodnotný morálny príbeh, ktorý nespadne do pasce prehnanej nálady alebo zhovievavosti.  ",1
Deväť z desiatich za skutočne krásny film.  ,1
Tento raný film od budúceho goremeistera Lucia Fulciho je veľmi dobrým doplnkom k subžánru giallo.  ,1
Ide o jeden z najlepších talianskych trilerov začiatku 7 -tych rokov.  ,1
Výnimočná scéna.  ,1
Táto scéna je veľmi silná a nepríjemná.  ,0
"Technicky je film dobre urobený s pôsobivou kamerou, solídnymi hereckými výkonmi a efektnou hudbou od Riza Ortolaniho – obzvlášť dobrý je opakujúci sa ženský vokál bez sprievodu, ktorý znie ako zo vzdialeného kopca.  ",1
Stále je to však divoká vec a fanúšikom giallo kinematografie sa odporúča.  ,1
Film bol veľmi zaujímavý od začiatku až do konca.  ,1
"Páčilo sa mi, ako bola postava Dustina Hoffmana pripravená urobiť takmer všetko, aby zostala so svojím synom.  ",1
Tento film je tiež objavný.  ,1
"Osobne si myslím, že to ukazuje, že ľudia by sa mali naučiť sami nájsť kompromis bez toho, aby do sporu zapájali iných ľudí.  ",1
A bola to nuda.  ,0
"Som tak unavený z klišé, ktoré sa týka len lenivého písania, a tu prichádzajú veľmi rýchlo.  ",0
"PS jediná scéna vo filme, ktorá bola skvelá, je, keď ústredná postava nájde svoju izbu vyhodenú do vzduchu.  ",1
"Je to svieži, jemný a skôr vznešený efekt.  ",1
"Taliansky recenzent nazval tento „malý, skvelý film“ a je to tak.  ",1
V tomto filme sa dozviete veľa o skutočných vnútorných emóciách ľudí a veľa o samotnom filmovom biznise.  ,1
"Film vo filmových situáciách na začiatku a cez hru, ktorú s ňou hrá „herecký kouč“, sú fascinujúce.  ",1
"Tiež hudba od Marka Snowa je možno najlepšia hudba, akú som kedy počul.  ",1
Na tento film nezabudnete!  ,1
Prečo vznikol tento film?  ,0
Film má ultralacný vzhľad.  ,0
"Výsledkom je film, ktorý jednoducho nevyzerá dobre.  ",0
Žiadna z nich nie je pútavá ani vzrušujúca.  ,0
"Zápletka je nezmysel, ktorý ani v najmenšom nezaujme a nemá v sebe nejakú jedinečnosť.  ",0
Cudzinec nestojí za sekundu vášho času.  ,0
"Videl som to ako dieťa v televízii v roku  973, keď to bol ""The Stranger"" a miloval som to.  ",1
"Ale duet medzi astronautom a jeho lekárom na začiatku filmu je dokonalá výmena názorov, ak si uvedomíme, že tento film bol natočený dobre do studenej vojny a astronaut sa najviac obáva toho, že havaroval v ZSSR.  ",1
Tento film je tak úžasný!  ,1
"Páčilo sa mi to, bolo to naozaj strašidelné.  ",1
Milujem filmy Scream a všetky horory a tento sa radí oveľa vyššie.  ,1
"Ak chcete skutočný strach, prenajmite si toto!  ",1
  /    ,1
Toto je výnimočný film.  ,1
"Ako dráma zo súdnej siene je to presvedčivé, ako obžaloba na americký justičný systém je to desivé.  ",1
"Tento film poukazuje na základné nedostatky súdneho procesu, že nejde o odhaľovanie viny či neviny, ale skôr o to, kto sa na súde prezentuje lepšie.  ",1
"Film má dobré tempo, podhodnotený a jeden z najlepších dokumentov zo súdnej siene, aké som videl.  ",1
Táto väčšinou rutinná televízna dráma založená na faktoch je podporená skvelým výkonom Colea.  ,1
"Predvídateľné, ale nie zlé hodinky.  ",1
"Bolo jasné, že má rozsah a schopnosť túto časť vytiahnuť.  ",1
Film nesie dobre.  ,1
"Constantine dáva všetkému správnu intenzitu a zdá sa, že dobre rozumie základným psychologickým motiváciám.  ",1
"Je úžasné a inšpirujúce na pozeranie a dúfam, že sa to opäť dostane na video alebo DVD.  ",1
"To, ako bol tento kus odpadu vôbec vypustený, je mimo mňa: herecké výkony, príbeh, postavy, údajne špeciálne efekty atď... VŠETKO je zlé.  ",0
V skutočnosti tento smrad zaváňa priamym vydaním videa.  ,0
Vyhnite sa za každú cenu!  ,0
Star Trek V Posledný Frontier je najhorší v sérii.  ,0
"Herecké výkony všetkých zúčastnených, vrátane tých, ako sú Shatner a Nimoy, sú zlé a vyblednuté, takže vyzerajú tak staré, ako vyzerajú v skutočnom živote, špeciálne efekty sú nevkusné, ako keď Spock musí zachrániť Kirka na jet packu, keď spadne. dole z hory.  ",1
"Pokusy o humor boli žalostné a príbeh je taký hrozný, že sa nedalo premýšľať o tom, čo v podstate zahŕňa Vulkánec, ktorý ukradol Enterprise, aby našiel boha (vážne) Nezaujímalo ma nič z tohto filmu a ani nehovoriac o Uhure. brušný tanec na rozptýlenie mužských stráží.  ",1
Jediné dobré miesto pre tento film je v odpadkoch.  ,0
Najhoršia zo série.  ,0
Strih: Strih tohto filmu bol podľa mňa fenomenálny.  ,1
"Keď pieseň dokázala lepšie vysvetliť emócie subjektov, ako napríklad keď sa hovorilo o nešťastnom živote Jay Adamsa, zaznela pieseň Old Man od Neila Younga, ktorá vyvoláva množstvo emócií.  ",1
Kamera: Film bol natočený zaujímavým spôsobom.  ,1
"Samozrejme, že zábery zo 7 . rokov boli zrnité, ale to film len umocnilo.  ",1
Tento film ponúka množstvo pôžitkov a prekvapení.  ,1
"Keď Achille a Philippa krásne spievajú duet z „Dona Giovanniho“, ktorý dokonale opisuje ich situáciu vo filme, oceníte jemné vrstvy tohto vynikajúceho filmu.  ",1
Príbeh sa odohráva v  8. storočí v Jutsku a použitie dobovej hudby hranej na dobových nástrojoch je len ďalším jemným dotykom.  ,1
"Zdieľate úžasnú radosť generála Loewenhielma z toho, že sa podieľal na hre Cailles en Sarcophage, aj keď práve sledujete film – ale chcete si vychutnať len malú ukážku.  ",1
Ale tento nenápadný film zanecháva trvalý dojem.  ,1
"Teplo, ktoré vytvára, je v kontraste s jeho strohým pozadím.  ",1
Odídete z divadla s chuťou ísť von a tancovať pod hviezdami.  ,1
"Herecké výkony, ako by ste od tohto obsadenia očakávali, sú na špičkovej úrovni.  ",1
"Postavy sú prekvapivo dobre vypracované, najmä Grimes a Blake, a všetci herci dodávajú svoje ostro napísané línie s tou správnou dávkou hlúposti, aby boli dialógy veselé a realistické.  ",1
"Angus Scrimm tiež podáva dobrý výkon v trochu krátkej, ale nezabudnuteľnej úlohe jemne hrozivého anatóma doktora Quinna, ktorý hrá na husle.  ",1
Záver - páčilo sa mi to.  ,1
"Už je to dávno, čo ma nejaký film tak bavil.  ",1
"Snažím sa nájsť niečo zlé, čo by som o tom povedal.  ",1
"Je dosť prekvapujúce, že tento úžasný film bol natočený v roku  949, pretože Hollywood mal v tom čase vo všeobecnosti kolektívne hlavy v piesku týkajúce sa čiernobielych problémov.  ",1
"Film si zaslúži veľkú pochvalu za to, že zaujal tento postoj, za výnimočné herecké výkony od väčšinou menej známeho obsadenia a za superinteligentný scenár, ktorý neuráža divákov ani neberie ľahkú cestu, pokiaľ ide o biely rasizmus.  ",1
"Navyše, s pomerne skromným rozpočtom a rýchlym spustením filmu odvádza úžasnú prácu!  ",1
"Juano Hernandez (výnimočný herec, ktorý hral vedľajšie úlohy v mnohých filmoch tej doby) je hrdý černoch, ktorý je obvinený z vraždy bieleho muža na juhu.  ",1
Trumbull na I LOVE LUCY).  ,1
"Ak máte možnosť, pozrite si to so svojimi deťmi – otvorí to úžasný dialóg o tom, ako ďaleko sa rasové vzťahy dostali za posledných 5  rokov.  ",1
"Ak môžete, pozrite si oba filmy.  ",1
"Práve ten rok nám však pripomenul, že Huston bol stále na vrchole svojej hry, čo dokazuje jeho verná adaptácia uznávanej novely Jamesa Joycea ""The Dead.  ",1
"Pocity, myšlienky...Gabrielov diskomfort pri tanci...všetky tieto nehmotné veci ožívajú a v Hustonovom podaní sa dostávajú do rúk diváka.  ",1
"Veľmi sklamaný a premýšľal som, ako by to mohlo byť v užšom výbere Oscarov.  ",0
Je to veľmi pomalé.  ,0
"Veľa dier v zápletke: nie je tam nič o tom, ako sa stal cisárom; nič o tom, kde strávi 2  rokov medzi detstvom a zrelým vekom.  ",0
) Nestrácajte čas.  ,0
"End of Days je jeden z najhorších akčných filmov s veľkým rozpočtom, aké som kedy videl.  ",0
"Iste nevie, ako nakrútiť súvislý akčný film od scenáristu Air Force One, ktorý bol nútený napísať scenár len pre veľké peniaze.  ",0
"Toto bol jeden z najhorších filmov, aké som kedy videl.  ",0
"Stále sa snažím dostať z toho, aké to bolo zlé.  ",0
Tento film je možno jedným z najkreatívnejších hororových diel vôbec.  ,1
"Má všetko, čo by ste si mohli želať... napätie, drámu, komédiu, mätúce vedľajšie zápletky, domorodých Američanov, požieranie mozgov... Ak hľadáte prvotriedne, koniec-koncové filmy, ktoré naháňajú mozog, už nehľadajte.  ",1
"""S výbornými zvukovými efektmi a pôsobivými špeciálnymi efektmi nemôžem tento film dostatočne odporučiť.  ",1
"Hovorte mi, že som blázon, ale podľa mňa je to jeden z najlepších filmov vôbec.  ",1
Skvelí herci Telly Savalas a Peter Boyle.  ,1
"  hodina 54 minút čistej nudy, melodrámy a otrasných hereckých výkonov, neporiadok scenára a potápajúci sa pocit DOBRÉHO PÁNA, ČO SI MYSLLI?  ",0
Veľa dier v scenári.  ,0
Je to ako zlý dvojhodinový televízny film.  ,0
"Teraz si predstavte, že každé jedno z týchto rozhodnutí bolo urobené nesprávne.  ",0
Dialóg je otrasný.  ,0
Herecké výkony sú až priepastné.  ,0
Všetko smrdí.  ,0
"Problém je v tom, že písanie a réžia znemožňujú určiť tie veci, ktoré robia film pozerateľným, ako je postava, príbeh, téma atď.  ",0
"Horšie je, že je tam neuveriteľne slabá vedľajšia zápletka, ktorá sleduje malú skupinu Mansonitov posledných dní, keď idú po reportérovi, ktorý pracuje na príbehu k výročiu zabíjania.  ",0
Je to hlúpe a nezmyselné a úplná strata času.  ,0
"Skrátka, netrápte sa týmto filmom.  ",0
"Nebudem to spoilerovať, ale ten koniec je úžasný.  ",1
"Najlepšia scéna vo filme je na konci, ale nebudem spoilovať.  ",1
"Ak niekedy existoval náznak schopnosti spisovateľa a režiséra spojiť dva veľmi nestále temperamenty do bezproblémového spojenia kreativity, potom je to ono!  ",1
"Výsledkom je obrovský úspech, ktorý je teraz aktuálnejší, možno kvôli znepokojujúcej fascinácii celebritami v našej kultúre a skresleným interpretáciám slávy.  ",1
"Film, na ktorý sa len tak ľahko nezabúda.  ",1
"Ale Kevin Spacey je ako Buddy Ackerman vynikajúci, verbálny tsunami – a úplne uveriteľný, pretože je skvelý herec.  ",1
Scenáristickým prejavom jemnej komédie sa v posledných rokoch nevyrovná žiadny film.  ,1
"Postavy sú zaujímavé, aj keď trochu predvídateľné.  ",1
"Vrelo odporúčame všetkým vekovým kategóriám, aj keď mladší súbor pravdepodobne neocenia niektoré jemnejšie odkazy, určite ocenia najmä jednu galejovú scénu!  ",1
Dobrý film!  ,1
Aj príbeh a herecké výkony boli slabé.  ,0
